Wall time,Step,Value
1775640639.436932,1,3.629279613494873
1775640641.0747716,2,3.2640328407287598
1775640644.0697885,3,3.0040817260742188
1775640644.352595,4,2.937159299850464
1775640647.4141269,5,2.836906909942627
1775640649.080354,6,2.9519288539886475
1775640650.7192209,7,2.819408416748047
1775640652.3417492,8,2.755577564239502
1775640653.9716427,9,2.7306911945343018
1775640655.6004593,10,2.832009792327881
1775640657.312124,11,2.852363109588623
1775640658.9606924,12,2.63045597076416
1775640660.58252,13,2.691699981689453
1775640662.2731528,14,2.631303310394287
1775640662.5494826,15,2.734496831893921
1775640665.6678755,16,2.7630820274353027
1775640667.304632,17,2.728764295578003
1775640668.8960578,18,2.857586145401001
1775640670.4357517,19,2.927525520324707
1775640670.6758122,20,2.9078235626220703
1775640672.3044114,21,3.0275957584381104
1775640673.8874626,22,2.7561402320861816
1775640676.9046535,23,2.8381128311157227
1775640677.1992104,24,2.711027145385742
1775640680.3294537,25,2.9625298976898193
1775640681.924244,26,3.019089460372925
1775640683.5488896,27,2.9810023307800293
1775640685.1125994,28,2.907853126525879
1775640688.0420685,29,2.6829075813293457
1775640691.107799,30,2.870539426803589
1775640694.137546,31,2.9391770362854004
1775640697.0862713,32,3.0421979427337646
1775640700.4542885,33,3.014080047607422
1775640733.4278643,34,3.300427198410034
1775640733.6936054,35,3.1744582653045654
1775640733.997614,36,3.1214890480041504
1775640734.2580752,37,2.973989963531494
1775640734.546707,38,3.0567052364349365
1775640734.8217719,39,3.2031595706939697
1775640735.0633526,40,3.2057056427001953
1775640735.314016,41,3.06581711769104
1775640735.5655,42,3.0466015338897705
1775640735.8268046,43,3.1591830253601074
1775640736.0836456,44,3.1186447143554688
1775640736.3496397,45,3.0428929328918457
1775640736.5981903,46,3.015141010284424
1775640736.860766,47,3.166520833969116
1775640737.099255,48,3.2747535705566406
1775640737.335641,49,3.2066469192504883
1775640737.5761907,50,3.25932240486145
1775640737.8308105,51,3.275195837020874
1775640738.1077406,52,3.3744072914123535
1775640738.3493094,53,3.621748924255371
1775640738.604171,54,3.4735569953918457
1775640738.8448348,55,3.428786516189575
1775640739.1344995,56,3.441779613494873
1775640739.391948,57,3.2119646072387695
1775640739.6665506,58,3.2954928874969482
1775640739.8994775,59,3.4019293785095215
1775640740.1475086,60,3.458146095275879
1775640740.40195,61,3.3416800498962402
1775640740.638416,62,3.0704989433288574
1775640740.8851738,63,3.3752779960632324
1775640741.1276243,64,3.330803155899048
1775640741.409553,65,3.455409288406372
1775640741.658701,66,3.2298123836517334
1775640773.9378858,67,3.7292444705963135
1775640774.2072258,68,3.583737373352051
1775640774.4778528,69,3.6260995864868164
1775640774.7156596,70,3.4458932876586914
1775640774.98309,71,3.6195549964904785
1775640775.2453916,72,3.8342647552490234
1775640775.4952278,73,3.6901965141296387
1775640775.7632623,74,3.8173911571502686
1775640776.0244439,75,3.703974485397339
1775640776.2629669,76,4.410549163818359
1775640776.5168083,77,3.6893601417541504
1775640776.7473326,78,3.876854419708252
1775640776.9938664,79,3.694877862930298
1775640777.2664328,80,4.029141426086426
1775640777.5381596,81,3.8290793895721436
1775640777.815708,82,3.9980576038360596
1775640778.0840616,83,3.8817129135131836
1775640778.33617,84,3.9482247829437256
1775640778.586635,85,4.128393650054932
1775640778.82646,86,3.9982829093933105
1775640779.0733051,87,4.433530330657959
1775640779.3291512,88,4.021124839782715
1775640779.5765386,89,4.043356895446777
1775640779.829364,90,3.923518180847168
1775640780.0787113,91,4.234531879425049
1775640780.315101,92,4.019129276275635
1775640780.559033,93,4.579500675201416
1775640780.8005118,94,4.312904357910156
1775640781.031921,95,3.9074599742889404
1775640781.2719812,96,4.1987433433532715
1775640781.5203364,97,4.089165210723877
1775640781.7734892,98,4.30959415435791
1775640782.0203753,99,3.883345127105713
