Wall time,Step,Value
1775643563.853769,1,0.11758584529161453
1775643565.6232688,2,0.1272534430027008
1775643568.707815,3,0.13437500596046448
1775643568.992398,4,0.13866396248340607
1775643572.0247896,5,0.1315789520740509
1775643573.6560853,6,0.15897436439990997
1775643575.3483248,7,0.13286712765693665
1775643577.0404239,8,0.14078675210475922
1775643578.7074175,9,0.1279187798500061
1775643580.3839183,10,0.13521695137023926
1775643582.0288534,11,0.13459515571594238
1775643583.741962,12,0.12783505022525787
1775643585.4055247,13,0.14762386679649353
1775643587.0824406,14,0.15160642564296722
1775643587.4069278,15,0.095238097012043
1775643590.4040391,16,0.1130705401301384
1775643592.0531313,17,0.14126016199588776
1775643593.7015467,18,0.15054835379123688
1775643595.3817296,19,0.1341852992773056
1775643595.6337652,20,0.1260504275560379
1775643597.2363105,21,0.13395638763904572
1775643598.9405172,22,0.12602458894252777
1775643602.0373783,23,0.10400000214576721
1775643602.2729144,24,0.1230158731341362
1775643605.3066175,25,0.12101911008358002
1775643606.8968177,26,0.11271975189447403
1775643608.500614,27,0.1286727488040924
1775643610.116954,28,0.11388611048460007
1775643613.4494264,29,0.11416490375995636
1775643616.4757016,30,0.12768130004405975
1775643619.5127249,31,0.13132400810718536
1775643622.5742068,32,0.14027149975299835
1775643625.9138932,33,0.1413911134004593
1775643655.5799322,34,0.15187165141105652
1775643655.8411353,35,0.11894737184047699
1775643656.0827482,36,0.10169491171836853
1775643656.312349,37,0.11561866104602814
1775643656.5659242,38,0.11947791278362274
1775643656.823981,39,0.1334022730588913
1775643657.0637243,40,0.1204819306731224
1775643657.2961602,41,0.13084112107753754
1775643657.5137007,42,0.14649033546447754
1775643657.73734,43,0.16148445010185242
1775643657.9415042,44,0.1668415516614914
1775643658.162024,45,0.1443406045436859
1775643658.4158251,46,0.130479097366333
1775643658.635623,47,0.1260080635547638
1775643658.8864331,48,0.12375249713659286
1775643659.131857,49,0.14973822236061096
1775643659.3632286,50,0.127966970205307
1775643659.5906136,51,0.18984772264957428
1775643659.8378627,52,0.13886113464832306
1775643660.0451314,53,0.12835821509361267
1775643660.251658,54,0.15173867344856262
1775643660.462193,55,0.13989637792110443
1775643660.6884885,56,0.10590631514787674
1775643660.9063647,57,0.13505461812019348
1775643661.13,58,0.12777191400527954
1775643661.362463,59,0.1328527331352234
1775643661.5817704,60,0.12286002188920975
1775643661.796967,61,0.14055794477462769
1775643662.0071073,62,0.1390041559934616
1775643662.2100797,63,0.11643090099096298
1775643662.426329,64,0.11654526740312576
1775643662.646542,65,0.13968254625797272
1775643662.8670583,66,0.19199058413505554
1775643691.0683854,67,0.1508021354675293
1775643691.3680477,68,0.1326315850019455
1775643691.6401925,69,0.10867397487163544
1775643691.8752234,70,0.11866125464439392
1775643692.0848885,71,0.12449799478054047
1775643692.300383,72,0.1334022730588913
1775643692.534153,73,0.1325301229953766
1775643692.7685487,74,0.12876427173614502
1775643693.0037134,75,0.15666326880455017
1775643693.2437458,76,0.14844533801078796
1775643693.4915774,77,0.15110178291797638
1775643693.7579749,78,0.17964693903923035
1775643693.996181,79,0.1264016330242157
1775643694.253592,80,0.13810484111309052
1775643694.503613,81,0.12475050240755081
1775643694.7508821,82,0.16439791023731232
1775643695.0095246,83,0.1486068069934845
1775643695.24666,84,0.1421319842338562
1775643695.5044193,85,0.17782217264175415
1775643695.7568681,86,0.16417910158634186
1775643696.0252585,87,0.1454162299633026
1775643696.2759924,88,0.1647668331861496
1775643696.5287192,89,0.11710794270038605
1775643696.7798033,90,0.13406157493591309
1775643697.0422103,91,0.14149947464466095
1775643697.30792,92,0.156539648771286
1775643697.573026,93,0.14098690450191498
1775643697.8252263,94,0.1384120136499405
1775643698.0812802,95,0.15041494369506836
1775643698.336182,96,0.13166485726833344
1775643698.5997598,97,0.12070759385824203
1775643698.8553758,98,0.15661375224590302
1775643699.121083,99,0.20259128510951996
