Wall time,Step,Value
1775643563.8534856,1,4.603689670562744
1775643565.6228118,2,4.0043206214904785
1775643568.7073145,3,3.6201632022857666
1775643568.9917352,4,3.662123918533325
1775643572.0240624,5,3.8933253288269043
1775643573.6559918,6,3.7556419372558594
1775643575.3481102,7,3.72916579246521
1775643577.040241,8,3.6605758666992188
1775643578.7070963,9,3.7695913314819336
1775643580.3837397,10,3.7768449783325195
1775643582.0284646,11,4.095324993133545
1775643583.7418242,12,3.630054235458374
1775643585.4053547,13,3.733722686767578
1775643587.0823512,14,3.644270181655884
1775643587.406226,15,3.8097453117370605
1775643590.4039464,16,3.9255616664886475
1775643592.0530202,17,3.7804722785949707
1775643593.7014413,18,3.7646803855895996
1775643595.3815575,19,3.941693067550659
1775643595.6336262,20,3.9365575313568115
1775643597.2359452,21,3.9171793460845947
1775643598.9404252,22,4.1112060546875
1775643602.0372128,23,3.8178021907806396
1775643602.2727008,24,3.743817090988159
1775643605.306407,25,4.028404235839844
1775643606.8967056,26,3.9453775882720947
1775643608.5004706,27,3.8928632736206055
1775643610.116575,28,4.035694122314453
1775643613.4492164,29,3.8887312412261963
1775643616.4756024,30,4.023167133331299
1775643619.5126286,31,3.7393453121185303
1775643622.5740302,32,4.096072673797607
1775643625.9137187,33,4.221065521240234
1775643655.5797935,34,4.546347141265869
1775643655.8409905,35,4.396892070770264
1775643656.082588,36,4.174644947052002
1775643656.312252,37,4.321508884429932
1775643656.565821,38,4.17785120010376
1775643656.8238628,39,4.6261396408081055
1775643657.0636094,40,4.518392086029053
1775643657.2960465,41,4.062527179718018
1775643657.5136135,42,4.093137264251709
1775643657.7371838,43,4.273523807525635
1775643657.9412823,44,4.578816890716553
1775643658.161809,45,4.326261043548584
1775643658.4157045,46,4.387790203094482
1775643658.6354947,47,4.487262725830078
1775643658.886265,48,4.2429351806640625
1775643659.1315923,49,4.379650592803955
1775643659.363057,50,4.561030387878418
1775643659.5903654,51,4.496979713439941
1775643659.8376925,52,4.81287145614624
1775643660.0450387,53,5.034333229064941
1775643660.251513,54,4.730923652648926
1775643660.4620013,55,4.414114952087402
1775643660.6881568,56,4.575154781341553
1775643660.9061916,57,4.408633708953857
1775643661.1297529,58,4.295037269592285
1775643661.3621795,59,4.42014217376709
1775643661.5816405,60,4.539061546325684
1775643661.7968602,61,4.542357921600342
1775643662.0070157,62,4.454610347747803
1775643662.2098937,63,4.640002250671387
1775643662.4262328,64,4.397531509399414
1775643662.6464145,65,4.579235553741455
1775643662.866868,66,4.640681266784668
1775643691.0681794,67,4.974639415740967
1775643691.3679333,68,4.966324806213379
1775643691.6400466,69,5.040058612823486
1775643691.8750658,70,5.076400279998779
1775643692.0847256,71,5.1509175300598145
1775643692.3002324,72,5.310940265655518
1775643692.5340555,73,5.153598308563232
1775643692.7683501,74,5.223228454589844
1775643693.00353,75,5.043601036071777
1775643693.2436135,76,5.333102703094482
1775643693.4914238,77,5.18107795715332
1775643693.7576008,78,5.202523708343506
1775643693.9960642,79,5.018316745758057
1775643694.2534614,80,5.2852253913879395
1775643694.5032856,81,5.166512966156006
1775643694.7507865,82,5.411296367645264
1775643695.0094197,83,5.3793816566467285
1775643695.2464633,84,5.561497688293457
1775643695.504307,85,5.883882522583008
1775643695.7567558,86,5.940670967102051
1775643696.0251448,87,5.963414669036865
1775643696.2758532,88,5.570379734039307
1775643696.5286016,89,5.695633411407471
1775643696.7796977,90,5.274365425109863
1775643697.0419927,91,5.68050479888916
1775643697.3077872,92,5.335246562957764
1775643697.5727987,93,5.789458751678467
1775643697.8251197,94,5.621060848236084
1775643698.0811694,95,5.818174362182617
1775643698.3360765,96,5.601722240447998
1775643698.5995047,97,6.069850444793701
1775643698.8551772,98,5.747142791748047
1775643699.120919,99,5.726171016693115
