Wall time,Step,Value
1775645086.8307767,1,0.11758584529161453
1775645087.9911084,2,0.12513256072998047
1775645090.1065588,3,0.14270833134651184
1775645090.3841355,4,0.1417004019021988
1775645092.8019955,5,0.12947368621826172
1775645093.9395905,6,0.16410256922245026
1775645095.111642,7,0.13886113464832306
1775645096.2757473,8,0.14078675210475922
1775645097.502952,9,0.1309644728899002
1775645098.7109132,10,0.14631685614585876
1775645099.902654,11,0.14090430736541748
1775645101.0927646,12,0.13505154848098755
1775645102.2285018,13,0.14459049701690674
1775645103.3665144,14,0.1666666716337204
1775645103.5944796,15,0.1111111119389534
1775645105.7099757,16,0.14107884466648102
1775645106.90741,17,0.16158536076545715
1775645108.056988,18,0.1525423675775528
1775645109.2253978,19,0.1352502703666687
1775645109.4359462,20,0.13130252063274384
1775645110.6931272,21,0.1370716542005539
1775645111.8135948,22,0.1352459043264389
1775645114.2315025,23,0.11500000208616257
1775645114.4565084,24,0.1398809552192688
1775645117.0510159,25,0.13269639015197754
1775645118.3402975,26,0.12823164463043213
1775645119.5566986,27,0.1367781162261963
1775645120.6808918,28,0.1258741319179535
1775645122.872809,29,0.12790697813034058
1775645125.4861639,30,0.13789580762386322
1775645128.405364,31,0.14208826422691345
1775645131.1517634,32,0.14705882966518402
1775645134.1279774,33,0.14367160201072693
1775645162.8730025,34,0.1561497300863266
1775645163.1445844,35,0.13578946888446808
1775645163.386203,36,0.10568295419216156
1775645163.617759,37,0.11359026283025742
1775645163.84686,38,0.12148594111204147
1775645164.0714524,39,0.15305067598819733
1775645164.286105,40,0.13554216921329498
1775645164.494009,41,0.1422637552022934
1775645164.7107236,42,0.17090539634227753
1775645164.921212,43,0.1885657012462616
1775645165.1408076,44,0.177334725856781
1775645165.3477697,45,0.1547248214483261
1775645165.5567212,46,0.1457696259021759
1775645165.7662559,47,0.13004031777381897
1775645165.981144,48,0.1307385265827179
1775645166.1950295,49,0.16230367124080658
1775645166.4074295,50,0.12487100064754486
1775645166.648545,51,0.1989847719669342
1775645166.8811111,52,0.1428571492433548
1775645167.1311157,53,0.13731342554092407
1775645167.3418524,54,0.1749209761619568
1775645167.5565948,55,0.14404144883155823
1775645167.7718878,56,0.11914460361003876
1775645167.9864721,57,0.15292949974536896
1775645168.2059286,58,0.12988384068012238
1775645168.4151807,59,0.1441812515258789
1775645168.6299112,60,0.12990936636924744
1775645168.837191,61,0.14484979212284088
1775645169.0469854,62,0.15145228803157806
1775645169.2711213,63,0.12078346312046051
1775645169.4853227,64,0.12278876453638077
1775645169.7105365,65,0.15238095819950104
1775645169.929499,66,0.20023557543754578
1775645201.5449812,67,0.15935829281806946
1775645201.9312222,68,0.1452631652355194
1775645202.216139,69,0.11465603113174438
1775645202.484997,70,0.12778905034065247
1775645202.7461574,71,0.13453815877437592
1775645203.0141933,72,0.15408480167388916
1775645203.2659965,73,0.1405622512102127
1775645203.5703444,74,0.14537902176380157
1775645203.8349218,75,0.166836217045784
1775645204.0933263,76,0.17652958631515503
1775645204.3581767,77,0.1668415516614914
1775645204.606678,78,0.19314642250537872
1775645204.8535192,79,0.1416921466588974
1775645205.09628,80,0.14717741310596466
1775645205.3483648,81,0.14870259165763855
1775645205.6255636,82,0.1780104786157608
1775645205.8847537,83,0.15067079663276672
1775645206.1267278,84,0.1451776623725891
1775645206.392447,85,0.18581418693065643
1775645206.6503737,86,0.16815920174121857
1775645206.9004455,87,0.1633298248052597
1775645207.1417928,88,0.16787564754486084
1775645207.4039702,89,0.12219959497451782
1775645207.662384,90,0.148957297205925
1775645207.9372363,91,0.1520591378211975
1775645208.2061586,92,0.15447992086410522
1775645208.4533122,93,0.14803625643253326
1775645208.7052214,94,0.14592275023460388
1775645208.9509645,95,0.1576763540506363
1775645209.224784,96,0.13492926955223083
1775645209.5212839,97,0.12695109844207764
1775645209.7960105,98,0.17037037014961243
1775645210.0700388,99,0.20612485706806183
